Site Name,Cat_No,Trench,X coordinate,Y coordinate,Quantity,Activity category,act_cat,Material,Material detail original,Type,Sub-type,Description,Inventory number,Date,Period original,Period,Camp,Building,Gender ,Gender code,Height (cm),Length (cm),Rim diam. (cm),Base diam. (cm),Wall diam. (cm),Diam. (cm),Width (cm),Max. dim. (cm),Weight (g),Surface,Fragment section,Hardness,Fabric,Colour,Published illustration,Published references
Vetera,B0846,38,1790.45605,3378.76416,1,combat dress,DE,Iron,,Helmets,,Helmet cap or badly oxidised bowl.,19080,,,,"B, A-C",Fortline A,male,Ma,11.8,,,,,20.5,,,,,,,,,Pl. 51,
Vetera,B0847,37,-601.3916,2851.79932,1,combat dress,DE,Iron,,Helmets,,"Forehead bow fragment of a helmet, 1 rivet preserved.",19025,,,,,Fortline A-Neronian Fortifications,male,Ma,,c. 20 ,,,,,2.1,0.8,,,,,,,Pl. 51,
Vetera,B0848,212,2042.5,34.02539,1,combat dress,DE,Iron,,Helmets,,Helmet decoration. ,216561,,Pre-Claudian,pre_Clau,"B, A-C, K",Fortline C,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0849,928,703.5,-35.72461,1,combat dress,DE,Iron,,Helmets,,"Cheek flap fragment of an iron helmet with bronze fasteners, partly decorated.",33106,,,,,via principalis east,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0850,1187,-698,62.77539,1,combat equipment,E,Iron,,Shields,,"Badly corroded fragment, probably from the remains of a shield boss.",34515,,,,,Y,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0851,264,534,201.94141,1,combat equipment?/furniture?,ZE_F,Iron,,Nails,,Nail fragment with large cap-shaped head: shield nail.,23337,,,,,A,male?,ZMa,,3.5 preserved  ,,,,head 4.6 ,,,,,,,,,,
Vetera,B0852,362,254.66675,568.94189,1,combat equipment?/furniture?,ZE_F,Iron,,Nails,,Nail with large cap-shaped head: shield nail.,23705,,,,,B,male?,ZMa,,2.4,,,,1.7,,,,,,,,,,
Vetera,B0853,362,254.66675,568.94189,1,combat equipment?/furniture?,ZE_F,Iron,,Nails,,Nail fragment with large cap-shaped head: shield nail.,23829,,,,,B,male?,ZMa,,3.4 preserved  ,,,,head 2.7 ,,,,,,,,,Pl. 51,
Vetera,B0854,362,254.66675,568.94189,1,combat equipment?/furniture?,ZE_F,Iron,,Nails,,Small nail with large cap-shaped head: shield nail.,23830,,,,,B,male?,ZMa,,2,,,,head 1,,,,,,,,,Pl. 51,
Vetera,B0855,146,1932.09033,-86.63135,1,horse equipment?,ZH,Iron,,Hub pins,,Fragment of a hub pin(?),20227f,,,,,east gateway,N/A,U,,8.5 preserved ,,,,,2 preserved   ,,,,,,,,Pl. 51,
Vetera,B0856,146,1932.09033,-86.63135,1,horse equipment?,ZH,Iron,,Hub pins,,"Hub pin(?);  widened and winged upper part, anderneath the ends of a rectangular sectioned rod bent at right angles",20227f,,,,,east gateway,N/A,U,,10,,,,,3,,,,,,,,Pl. 51,
Vetera,B0857,316.1,550.30662,365.21004,1,horse equipment?,ZH,Iron,,Hub pins,,Rod with heavy square head.,22655,,,,A-C,A,N/A,U,,6,,,,,4,,,,,,,,Pl. 51,
Vetera,B0858,1099,1814.62354,-135.97461,1,horse equipment?,ZH,Iron,,Hub pins,,Hub pin; upper wider end bent over into a hook; lower end formed into a loop.,33942,,,,,U-Neronian Fortifications,N/A,U,,18.8,,,,,3.6,,,,,,,,Pl. 51,
Vetera,B0859,38,1790.45605,3378.76416,1,horse equipment,H,Iron,,Bridles,,Horse snaffle bridle (= cavesson fragment). ,19059,,Augustan,Augustan,"B, A-C",Fortline A,N/A,U,,,,,,, ,,,,,,,,,
Vetera,B0860,154,2201.75098,-970.98975,1,horse equipment,H,Iron,,Bridles,, Snaffle bit with raised centre; sides broken off.,21151d,,Augustan,Augustan,A-C,Neronian Fortifications-Fortline G,N/A,U,8.2,15,,,,,,,,,,,,,Pl. 52,
Vetera,B0861,212,2042.5,34.02539,1,horse equipment?,ZH,Iron,,Cavessons,,"Side pieces of a cavesson, upper loop broken. ",21635g,,,,,Fortline C,N/A,U,,20.5,,,,,,,,,,,,,Pl. 52,
Vetera,B0862,250,715.36572,514.27539,1,horse equipment,H,Iron,,Bridles,,Side fragment from a curb bit.,21660,,Augustan,Augustan,,B-P,N/A,U,,c. 7.4 ,,,,,6.4,,,,,,,,,
Vetera,B0863,267,570.6665,405.44189,1,horse equipment,H,Iron,,Chain bars,,Chain bar with slightly thickened ends.,23125,,,,,via principalis west (a-b),N/A,U,1.8,11.4,,,,,,,,,,,,,Pl. 52,
Vetera,B0864,340,467.91797,454.94189,1,horse equipment,H,Iron,,Bridles,,Snaffle fragment.,23342,,Augustan,Augustan,,B,N/A,U,,9.8,,,,,1,,,,,,,,Pl. 52,
Vetera,B0865,437,115.79126,320.43433,1,horse equipment,H,Iron,,Shoes,,Horse shoe.,25311,,,,,H,N/A,U,,,,,,,,,,,,,,,,
Vetera,B0866,971,826.69482,45.02588,1,horse equipment,H,Iron,,Bridles,,Snaffle part with a rim hook.,33549,,Augustan,Augustan,,P,N/A,U,,7.4 preserved  ,,,,,1,,,,,,,,,
Vetera,B0867,1203,-712.5,9.52539,1,horse equipment,H,Iron,,Stirrups,,Stirrup iron,34153,,,,Neronian,Y,N/A,U,,13,,,,,12,,,,,,,,,
Vetera,B0868,145,1906.54785,-66.10254,1,stone and metal working,SM,Iron,,Hammers,,Iron hammer,21094,,,,,east gateway,male,Ma,,, ,,,,,,,,,,,,,
Vetera,B0869,489,57.3335,145.1084,1,stone and metal working,SM,Iron,,Hammers,,"Fragmnet of a small, double-ended chasing hammer with oval shaft hole.",25299,,,,,H,male,Ma,,8.7 preserved ,,,,,1.7,,,,,,,,Pl. 52,
Vetera,B0870,1139,1596.75,25.52539,1,wood and leather working,WL,Iron,,Hammers,,Hammer with roand iron handle and separated claw.,33938,,,,,V,male,Ma,12.1,19.6,,,,,,handle 1.7 ,,,,,,,Pl. 52,"W. Gaitzsch,  Römische Werkzeuge Kleine Sehr Kenntnis röm Besetzungsgesch Südwestdeutschlands 19 (1978) fig. 6"
Vetera,B0871,1203,-712.5,9.52539,1,stone and metal working,SM,Iron,,Hammers,,"Heavy, double-ended sledge hammer with oval shaft hole.",34141,,Neronian,Neronian,Neronian,Y,male,Ma,,33.5,,,,,above: 7; below: 6.7 x 3.2,,,,,,,,Pl. 53,
Vetera,B0872,1,-346.46875,1666.15527,1,stone and metal working,SM,Iron,,Chisels,,Chisel with sexagonal section.,18190,,,,,NW area,male,Ma,,9,,,,2.5,,,,,,,,,Pl. 52,
Vetera,B0873,67,1104,2697.27539,1,stone and metal working,SM,Iron,,Chisels,,Chisel.,19434,,,,,Neronian Fortifications,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0874,761,772.5,-99.22461,1,stone and metal working,SM,Iron,,Chisels,,Broad chisel,32786,,,,,F-via principaliseast,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0875,1139,1596.75,25.52539,1,stone and metal working,SM,Iron,,Chisels,,Small fragment from a chisel(?).,33940,,,,,V,male,Ma,,11.3 preserved  ,,,,,2.2,handle 0.5,,,,,,,,
Vetera,B0876,230,3031,695.27539,1,stone and metal working,SM,Iron,,Crowbars,,Crowbar,21520,,,,,Fortline C,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0877,921,861.91406,-95.05713,1,stone and metal working,SM,Iron,,Pliers,,Pincers,33541,,,,Neronian?,via principalis east (F),male,Ma,,,,,,,,,,,,,,,,
Vetera,B0878,921,861.91406,-95.05713,1,stone and metal working,SM,Iron,,Pliers,,Flat-nosed pliers with oval jaws and offset end; one arm broken.,33542,,,,Neronian?,via principalis east (F),male,Ma,,21.5 preserved  ,,,,,4.6,,,,,,,,Pl. 52,"Gaitzsch, Werkzeuge pl. 52,261"
Vetera,B0879,375,360.66675,243.60791,1,stone and metal working,SM,Iron,,Trowels,,Trowel fragment,21677,,,,,A,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0880,382,346.00757,-12.08984,1,stone and metal working,SM,Iron,,Spatulas,,Spatula fragment with shaft of rectangular section.,23641,,,,Neronian,central market area,male,Ma,,5.6 preserved  ,,,,,2.3,,,,,,,,Pl. 52,
Vetera,B0881,481,-24.51294,486.11255,1,wood and leather working,WL,Iron,,Axes,,"Axe, disintegrated. ",25254,,,,,H,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0882,538,-189.53857,770.60913,1,wood and leather working,WL,Iron,,Axes,,Axe with wide blade.,31075,,,,,J,male,Ma,,24,,,,,,,,,,,,,Pl. 52,
Vetera,B0883,587,-23.75,642.77539,1,wood and leather working,WL,Iron,,Axes,,Axe,31611,,,,,J-M,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0884,811,793.3335,85.27539,1,wood and leather working,WL,Iron,,Axes,,Axe,32805,,,,,P,male,Ma,,ca. 20 ,,,,,,,,,,,,,,
Vetera,B0885,921,861.91406,-95.05713,1,wood and leather working,WL,Iron,,Axes,,Small axe,33545,,,,Neronian?,via principalis east (F),male,Ma,,7.7,,,,,,,,,,,,,,
Vetera,B0886,1203,-712.5,9.52539,1,wood and leather working,WL,Iron,,Axes,,Axe with roand shaft hole and  shaft remnants.,34139,,,,Neronian,Y,male,Ma,,27,,,,shaft hole 4.5,blade 8,,,,,,,,Pl. 15,
Vetera,B0887,1203,-712.5,9.52539,1,wood and leather working,WL,Iron,,Axes,,Lage axe with roand shaft holw and wide blade.,34140,,,,Neronian,Y,male,Ma,,21.2,,,,socket 3.7,5.5; blade 8.2,,,,,,,,Pl. 53,
Vetera,B0888,971,826.69482,45.02588,1,wood and leather working,WL,Iron,,Saws,,Slightly arched saw blade fragment.,33552,,,,,P,male,Ma,,15 preserved  ,,,,,1.6,0.3,,,,,,,Pl. 53,
Vetera,B0889,1090,1640.75,-23.72461,1,wood and leather working,WL,Iron,,Saws,,Curved saw blade fragment with 5 teeth.,33925,,,,,via principalis east,male,Ma,,14.8 preserved  ,,,,, 0.7-1,0.3,,,,,,,,
Vetera,B0890,1203,-712.5,9.52539,1,wood and leather working,WL,Iron,,Wood cleavers,,Wood cleaver with roand shaft howl and fragmentary blade.,34144,,Neronian,Neronian,Neronian,Y,male,Ma,,18.5 preserved ,,,,socket 4,3.6 preserved ,,,,,,,,Pl. 54,
Vetera,B0891,1203,-712.5,9.52539,1,wood and leather working,WL,Iron,,Planes,,Iron smoothing plan with compressed head.,34145,,,,Neronian,Y,male,Ma,,18.7,,,,,blade 4.8,0.4,,,,,,,Pl. 54,
Vetera,B0892,1203,-712.5,9.52539,1,wood and leather working,WL,Iron,,Planes,,Iron smoothing plan with compressed head.,34147,,,,Neronian,Y,male,Ma,,19.8 preserved  ,,,,,blade c. 4.5,0.5,,,,,,,Pl. 54,
Vetera,B0893,212,2042.5,34.02539,1,wood and leather working,WL,Iron,,Spoonbits,,"Spoonbit,  one end tapered, the other flattened.",21729,,,,,Fortline C,male,Ma,,20.8,,,,,1.5,0.9,,,,,,,Pl. 53,
Vetera,B0894,212,2042.5,34.02539,1,wood and leather working,WL,Iron,,Chisels,,Fragment of a concave chisel with arched blade and shaft of rectangular section.,21577,,,,A-C [?],Fortline C,male,Ma,,7.3 preserved ,,,,,1,,,,,,,,Pl. 53,
Vetera,B0895,387,343.00024,468.60864,1,wood and leather working,WL,Iron,,Chisels,,Chisel with slit socket of roand section and long shaft.,24004b,,Augustan,Augustan,,B,male,Ma,,21.3,,,,socket 2.3,1.8,,,,,,,,Pl. 53,
Vetera,B0896,1123,1559.25,57.77539,1,wood and leather working,WL,Iron,,Chisels,,Chisel fragment with small shaft.,33935,,,,,V,male,Ma,,14.5 preserved ,,,,,1.2,0.2-0.6 ,,,,,,,,
Vetera,B0897,55,-1374.86328,1677.59595,1,wood and leather working,WL,Iron,,Scrapers?,,"Fragment of a scraper(?), tapered to a point above.",19337,,,,,Neronian Fortifications,male,Ma,,9 preserved ,,,,,6.5 preserved ,0.5,,,,,,,,
Vetera,B0898,58,487.71924,2398.22705,1,wood and leather working,WL,Iron,,Scrapers?,,Fragment of a triangular scraper(?).,19502,,,,,north gateway,male,Ma,,7.5,,,,,3.4,0.4,,,,,,,,
Vetera,B0899,382,346.00757,-12.08984,1,wood and leather working,WL,Iron,,Scrapers?,,Scraper with open socket of roand section and nail hole.,23640,,,,Neronian,central market area,male,Ma,,11.6,,,,3.3,4.2,,,,,,,,Pl. 54,
Vetera,B0900,1099,1814.62354,-135.97461,1,wood and leather working,WL,Iron,,Scrapers?,,Fragment of a 'Zugmesser'  or scraper with l handle section,33941,,,,,U-Neronian Fortifications,male,Ma,3.5,20.9 preserved ,,,,,,0.4,,,,,,,Pl. 54,
Vetera,B0901,1114,1573.5,-2.97461,1,wood and leather working,WL,Iron,,Scrapers?,,"Scraper or handle(?) with rectangular plate and nail hole, handle with roand section and end knob.",33950,,,,,V,male,Ma,3,17,,,,,6.6,handle 0.7 ,,,,,,,Pl. 54,
Vetera,B0902,212,2042.5,34.02539,1,wood and leather working,WL,Iron,,Nailpullers,,Nail puller,21729,,,,,Fortline C,male,Ma,,c. 8 ,,,,,2.5,,,,,,,,Pl. 54,
Vetera,B0903,1139,1596.75,25.52539,1,wood and leather working,WL,Iron,,Nailpullers,,Nail puller,33939,,,,,V,male,Ma,,24,,,,,,,,,,,,,Pl. 54,
Vetera,B0904,146,1932.09033,-86.63135,1,wood and leather working,WL,Iron,,Points,,Iron point with broken end. ,20227f,,,,,east gateway,male,Ma,,5.6 preserved  ,,,,,2.2,,72,,,,,,Pl. 54,
Vetera,B0905,332,461.91772,536.60864,1,wood and leather working,WL,Iron,,Points,,Iron point with double conical handle and end bent into a hook.,22703,,,,,B,male,Ma,,8.7,,,,,2 x 1.6,,,,,,,,Pl. 54,
Vetera,B0906,55,-1374.86328,1677.59595,1,cloth-working?,ZC,Iron,,Shears,,Fragment from bowed shears,19359,,,,,Neronian Fortifications,male?/female?,ZMa_Fe,2.8 preserved ,14.5 preserved ,,,,,2.2,,,,,,,,Pl. 54,
Vetera,B0907,317,599.00049,396.60815,1,agricultural,A,Iron,,Scythes,,Large blade fragment from a scythe.,23318/19,,,,B,via principalis west (a-b),male,Ma,,32 preserved ,,,,,5.7,0.2 - 0.9,,,,,,,Pl. 55,
Vetera,B0908,325,594,609.02539,1,agricultural,A,Iron,,Sickles,,Sickle.,22554l,,,,A-C?,B-G,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0909 ,1203,-712.5,9.52539,1,agricultural,A,Iron,,Choppers,,Corroded pruning knife with long socket of circular section.,34129,,,,Neronian,Y,male,Ma,,52,,,,,,,,,,,,,Pl. 55,
Vetera,B0910,1203,-712.5,9.52539,1,agricultural,A,Iron,,Choppers,,Corroded pruning knife(?),34130,,,,Neronian,Y,male,Ma,,45.3,,,,,,,,,,,,,Pl. 55,
Vetera,B0911,1203,-712.5,9.52539,1,agricultural,A,Iron,,Choppers,,Pruning knife with socket,34131,,,,Neronian,Y,male,Ma,,30.5,,,,socket 2.5,5.5,,,,,,,,Pl. 55,
Vetera,B0912,1203,-712.5,9.52539,1,agricultural,A,Iron,,Choppers,,Pruning knife with slit socket,34132,,,,Neronian,Y,male,Ma,,28.8,,,,socket 2.3,6,,,,,,,,Pl. 55,
Vetera,B0913,1,-346.46875,1666.15527,1,agricultural,A,Iron,,Pitchforks,,Pitchfork,18194,,,,,NW area,male,Ma,,,,,,,,,,,,,,,Pl. 55,
Vetera,B0914,212,2042.5,34.02539,1,agricultural,A,Iron,,Mattocks,,Mattock prong.,21729,,,,,Fortline C,male,Ma,,12.2,,,,,1.5,,,,,,,,Pl. 55,
Vetera,B0915,1134,1630.25,-251.72461,1,agricultural,A,Iron,,Mattocks,,Mattock prong with one end thickened and the other bent.,33937,,,,,T,male,Ma,,12.9,,,,,,,,,,,,,,
Vetera,B0916,56,377.96967,2633.75073,1,agricultural,A,Iron,,Hoes,,"Badly corroded hoe blade with oval shaft hole, trapezoidal blade and fragmentary heel.",19396,,,,,north gateway,male,Ma,,29 preserved ,,,,,17,,,,,,,,Pl. 56,
Vetera,B0917,59,490.71924,2282.71558,1,agricultural,A,Iron,,Hoes,,Hoe-shaped tool,19544,,,,,north gateway,male,Ma,,,,,,,,,,,,,,,,
Vetera,B0918,174,1936.17969,-1015.99365,1,agricultural,A,Iron,,Hoes,,Fragment from a hoe with oval shaft hole. ,21117,,,,,Neronian Fortifications,male,Ma,,14 preserved ,,,,,13.2,,,,,,,,Pl. 55,
Vetera,B0919,310,448.00024,568.94189,1,agricultural,A,Iron,,Hoes,,"Large earth hoe with prongs, long blade and oval shaft hole; on inside of blade roand stamp with embossed X.",23222,,,,,B,male,Ma,,30.8,,,,socket 4.2,6.8; blade 5,,,,,,,,Pl. 56,
Vetera,B0920,317,599.00049,396.60815,1,agricultural,A,Iron,,Hoes,,Blade from a hoe(?),22964,,,,,via principalis west (a-b),male,Ma,,14.2 preserved ,,,,,2.8-4.5,,,,,,,,Pl. 56,
Vetera,B0921,332,461.91772,536.60864,1,agricultural,A,Iron,,Hoes,,"Hoe with a socket of rectangular section, probably modern.",23076,,Modern?,,,B,male,Ma,,20,,,,,2.5,,,,,,,,,
Vetera,B0922,755,,,1,agricultural,A,Iron,,Hoes,,Corroded blade from a hoe.,32725,,,,,755,male,Ma,,19.3,,,,,max. 18,,,,,,,,Pl. 57,
Vetera,B0923,852,740.6665,129.94189,1,agricultural,A,Iron,,Hoes,,"Fragmentary blade of a hoe or 'Pechsei', widened anderneath and slightly rounded edge.",32732,,,,,P,male,Ma,,12.2 preserved ,,,,,2.9 - 5.7,0.8,,,,,,,Pl. 56,
Vetera,B0925,808,795.66699,543.60889,1,agricultural,A,Iron,,Shovels,,Badly corroded shovel.,32806,,,,,P,male,Ma,,28.5,,,,,8,,,,,,,,,
Vetera,B0926,1090,1640.75,-23.72461,1,agricultural,A,Iron,,Shovels,,Handle from a shovel(?),33949,,,,,via principalis east,male,Ma,,18.1,,,,,3.1,,,,,,,,,
Vetera,B0928,55,-1374.86328,1677.59595,1,cutting and sharpening,CS,Iron,,Knives,,Knife fragment(?),19335,,,,,Neronian Fortifications,male?,ZMa,,4.2,,,,,0.5,0.2,,,,,,,,
Vetera,B0929,57,438.21411,2554.24268,1,cutting and sharpening,CS,Iron,,Knives,,Fragmentary and badly corroded garden knive with curved blade.,19372,,,,,north gateway,male?,ZMa,,13.8,,,,,2,,,,,,,,Pl. 57,
Vetera,B0930,3000,,,1,cutting and sharpening,CS,Iron,,Knives,,Knife.,19536,,,,,3000,male?,ZMa,,,,,,,,,,,,,,,,
Vetera,B0931,102,1901.4668,1914.61768,1,cutting and sharpening,CS,Iron,,Knives,,Fragmentary knife with short blade and handle of rectangular section. ,20213 c,,,,,Neronian Fortifications,male?,ZMa,,9.8,,,,,1.6,,,,,,,,Pl. 56,"Bonner Jahrb. 119, 1910: 280"
Vetera,B0932,212,2042.5,34.02539,1,cutting and sharpening,CS,Iron,,Knives,,Knife with handle of circular section and end knob.,21487 a,,,,,Fortline C,male?,ZMa,,11.7,,,,,1.4,,,,,,,,Pl. 57,
Vetera,B0933,212,2042.5,34.02539,1,cutting and sharpening,CS,Iron,,Knives,,Knife.,21576,,,,,Fortline C,male?,ZMa,,,,,,,,,,,,,,,,"Bonner Jahrb. 122, 1912: 415"
Vetera,B0934,236,3066,2031.27539,1,cutting and sharpening,CS,Iron,,Knives,,Knife blade.,21642,,,,,Fortline C,male?,ZMa,,9.6 preserved,,,,,,,,,,,,,,
Vetera,B0935,268,538.28662,304.94141,1,cutting and sharpening,CS,Iron,,Knives,,Fragment of curved knife blade.,23235,,,,,A,male?,ZMa,,11,,,,,1.6,0.5,,,,,,,,
Vetera,B0936,268,538.28662,304.94141,1,cutting and sharpening,CS,Iron,,Knives,,Knife with bent and flattened handle end.,23205,,,,,A,male?,ZMa,,15,,,,,2.3,,,,,,,,Pl. 57,
Vetera,B0937,3000,,,1,cutting and sharpening,CS,Iron,,Knives,,Knife fragment.,23150,,,,,3000,male?,ZMa,,9.8,,,,,1.5,0.5,,,,,,,,
Vetera,B0938,273,488.00049,340.27466,1,cutting and sharpening,CS,Iron,,Knives,,Knife fragment.,23117,,,,"B, A-C, K [?]",via principalis west (a-b),male?,ZMa,,,,,,,,,,,,,,,,
Vetera,B0939,273,488.00049,340.27466,1,cutting and sharpening,CS,Iron,,Knives,,Knife with ring-shaped handle end.,23112,,,,,via principalis west (a-b),male?,ZMa,,17.3,,,,,2.1,,,,,,,,,
Vetera,B0940,310,448.00024,568.94189,1,cutting and sharpening,CS,Iron,,Knives,,Knife point with triangular blade and remains of handle tang.,23224,,,,,B,male?,ZMa,,9.7,,,,,4.2,0.4,,,,,,,Pl. 57,"Gaitzsch, Werkzeuge, pl. 52,259"
Vetera,B0941,325,594,609.02539,1,cutting and sharpening,CS,Iron,,Knives,,Knife fragment with bent handle of flat rectangular section; blade very fragmentary,22554 k,,,,A-C?,B-G,male?,ZMa,,18.5,,,,,4.2 preserved,,,,,,,,Pl. 57,"Bonner Jahrb. 122, 1912:  413"
Vetera,B0942,340,467.91797,454.94189,1,cutting and sharpening,CS,Iron,,Knives,,Small knife.,23340,,,,,B,male?,ZMa,,,,,,,,,,,,,,,,
Vetera,B0943,346,498.75,1004.02539,1,cutting and sharpening,CS,Iron,,Knives,,Knife fragment with handle of rectangular section and broken blade.,22637,,,,,G,male?,ZMa,,12.6,,,,,2.2,,,,,,,,Pl. 57,
Vetera,B0944,384,364.66699,117.94141,1,cutting and sharpening,CS,Iron,,Knives,,Knife.,23540 h.,,,,,A,male?,ZMa,,,,,,,1.4,,,,,,,,,
Vetera,B0945,403,237.66675,378.60864,1,cutting and sharpening,CS,Iron,,Knives,,Knife with curved blade and broken tang.,24003 a,,,,,A,male?,ZMa,,11.7,,,,,1.4,,,,,,,,Pl. 57,
Vetera,B0946,594,-387.71338,860.1438,1,cutting and sharpening,CS,Iron,,Knives,,Damaged knife with flattened and bent handle end. ,31595,,,,,K,male?,ZMa,,11.2 preserved,,,,,2.9,,,,,,,,Pl. 57,
Vetera,B0947,755,,,1,cutting and sharpening,CS,Iron,,Knives,,Fragmentary knife with straight blade and handle tang of rectangular section. ,32728,,,,,755,male?,ZMa,,14.7,,,,,1.7 preserved,,,,,,,,Pl. 58,"Bonner Jahrb. 133,1928: 289"
Vetera,B0948,971,826.69482,45.02588,1,cutting and sharpening,CS,Iron,,Knives,,"Corroded knife with twisted handle, bent and punctured end plate.",33551,,,,,P,male?,ZMa,,11.5,,,,,2.5,,,,,,,,Pl. 58,
Vetera,B0949,1109,1676.25,-113.97461,1,cutting and sharpening,CS,Iron,,Knives,,Knife fragment with twisted handle and bent handle plateMesserfrg. mit tordiertem Griff and umgebogener Griffplatte,33982,,,,,T,male?,ZMa,,10.2 preserved,,,,,2,,,,,,,,Pl. 58,
Vetera,B0950,372,296.00024,234.4834,1,writing,W,Iron,,Styli,,Stilus.,23197,,,,,A,male?,ZMa,,11,,,,,,0.6,,,,,,,,
Vetera,B0951,389,195,187.1499,1,wood and leather working?/writing?,ZWL_W,Iron,,Styli?,,Stilus or knife point.,21610,,,,,A,male?,ZMa,,11.2 preserved,,,,,1.8,,,,,,,,,
Vetera,B0952,477,33.20483,92.54932,1,writing,W,Iron,,Styli,,Stilus.,25103,,,,,H,male?,ZMa,,12.4,,,,,0.9,,,,,,,,Pl. 58,
Vetera,B0953,1063,833.96875,-221.4585,1,writing,W,Iron,,Styli,,Stilus fragment.,33955,,,,,F,male?,ZMa,,12.9,,,,,,0.4,,,,,,,Pl. 58,
Vetera,B0954,154,2201.75098,-970.98975,1,weighing and measuring,WM,Iron,,Compass,,Fragments of a compass.,21151c,,,,A-C,Neronian Fortifications-Fortline G,male?,ZMa,,c. 8 preserved,,,,,,,,,,,,,Pl. 58,
Vetera,B1503,1,-346.46875,1666.15527,1,horse equipment?,ZH,Iron,,Rings,,Ring,18217,,,,,NW area,N/A,U,,,,,,4,,,,,,,,,,
Vetera,B1504,8,925,3397.34473,1,horse equipment?,ZH,Iron,,Rings,,Ring,18172,,,,A-C [?],Fortline A,N/A,U,,,,,,5.3,,,,,,,,,,
Vetera,B1505,22,-1166.34229,1514.07935,1,horse equipment?,ZH,Iron,,Rings,,Ring with circular section.,19032,,,,,Neronian Fortifications,N/A,U,,,,,,4.7,,4,,,,,,,Pl. 63,
Vetera,B1506,50,-259.3562,2717.76001,1,horse equipment?,ZH,Iron,,Rings,,Ring,19443,,,,,Neronian Fortifications,N/A,U,,,,,,7.2,,4,,,,,,,,
Vetera,B1507,51,-361,3129.79932,1,horse equipment?,ZH,Iron,,Rings,,Ring with attached eyelet.,19433,,,,,Fortline A,N/A,U,,,,,,,,,,,,,,,,
Vetera,B1508,55,-1374.86328,1677.59595,1,horse equipment?,ZH,Iron,,Rings,,Ring,19360,,,,,Neronian Fortifications,N/A,U,,,,,,,,,,,,,,,,
Vetera,B1509,57,438.21411,2554.24268,1,horse equipment?,ZH,Iron,,Rings,,Ring,19368,,pre-Claudian?,pre_ClaZ,,north gateway,N/A,U,,,,,,7.4,,6,,,,,,,,
Vetera,B1510,57,438.21411,2554.24268,1,horse equipment?,ZH,Iron,,Rings,,Badly corroded ring.,19310,,,,,north gateway,N/A,U,,,,,,,,,,,,,,,,
Vetera,B1511,74,,,1,horse equipment?,ZH,Iron,,Rings,,Ring,19350,,,,,Beilage 1 (G4),N/A,U,,,,,,4.5,,6,,,,,,,,
Vetera,B1512,102,1901.4668,1914.61768,1,horse equipment?,ZH,Iron,,Rings,,Ring,20213b,,,,,Neronian Fortifications,N/A,U,,,,,,,,,,,,,,,,
Vetera,B1513,115,,,1,horse equipment?,ZH,Iron,,Rings,,Band-shaped ring,20296c,,,,,Beilage 1 (I9) ,N/A,U,19,,,,,4.2,,,,,,,,,,
Vetera,B1514,212,2042.5,34.02539,1,horse equipment?,ZH,Iron,,Rings,,Ring,21729,,,,,Fortline C,N/A,U,,,,,,7,,9,,,,,,,,
Vetera,B1515,228,2895,562.27539,1,horse equipment?,ZH,Iron,,Rings,,Ring,21644,,,,,Fortline C,N/A,U,,,,,,,,,,,,,,,,
Vetera,B1516,270,584.66699,-210.05859,1,horse equipment?,ZH,Iron,,Rings,,Ring,22724,,,,,central market area (C-E),N/A,U,,,,,,,,,,,,,,,,
Vetera,B1517,270,584.66699,-210.05859,1,horse equipment?,ZH,Iron,,Rings,,Ring,22742,,,,,central market area (C-E),N/A,U,,,,,,4.8,,7,,,,,,,,
Vetera,B1518,274.1,553.70215,419.60864,1,horse equipment?,ZH,Iron,,Rings,,Ring,23242,,,,,B,N/A,U,,,,,,5.4,,5,,,,,,,,
Vetera,B1519,310,448.00024,568.94189,1,horse equipment?,ZH,Iron,,Rings,,Ring,23223,,,,,B,N/A,U,,,,,,5.6,,7,,,,,,,,
Vetera,B1520,317,599.00049,396.60815,1,horse equipment?,ZH,Iron,,Rings,,Flat ring,23321,,,,B,via principalis west (a-b),N/A,U,,,,,,,,,,,,,,,,
Vetera,B1521,317,599.00049,396.60815,1,horse equipment?,ZH,Iron,,Rings,,Ring,22964,,,,,via principalis west (a-b),N/A,U,,,,,,3.8,,5,,,,,,,,
Vetera,B1522,317,599.00049,396.60815,1,horse equipment?,ZH,Iron,,Rings,,Band-shaped ring,22998,,,,,via principalis west (a-b),N/A,U,,,,,,4.3,,4,,,,,,,,
Vetera,B1523,328,491.47705,746.88379,1,horse equipment?,ZH,Iron,,Rings,,Ring,22650b,,Early Augustan,E_Aug,"B, A-C, K",G,N/A,U,,,,,,4.1,,6,,,,,,,,
Vetera,B1524,332,461.91772,536.60864,1,horse equipment?,ZH,Iron,,Rings,,Ring,22670,,,,,B,N/A,U,,,,,,2.3,,,,,,,,,,
